file,assigned_emo,majority_emo,agreement
s003_con_actor006_impro1_6.flac,Angry,Angry,1.0
s003_con_actor006_impro1_7.flac,Angry,Angry,0.8571428571428571
s003_con_actor006_impro1_8.flac,Angry,Angry,1.0
s003_con_actor006_impro1_9.flac,Angry,Angry,1.0
s003_con_actor006_impro2_1.flac,Happy,Happy,1.0
s003_con_actor006_impro2_10.flac,Happy,Happy,1.0
s003_con_actor006_impro2_11.flac,Happy,Happy,1.0
s003_con_actor006_impro2_12.flac,Happy,Happy,0.875
s003_con_actor006_impro2_13.flac,Happy,Happy,1.0
s003_con_actor006_impro2_14.flac,Happy,Happy,0.625
s003_con_actor006_impro2_15.flac,Happy,Neutral,0.5625
s003_con_actor006_impro2_16.flac,Happy,Happy,1.0
s003_con_actor006_impro2_2.flac,Happy,Frustrated,0.5
s003_con_actor006_impro2_3.flac,Happy,Frustrated,0.5714285714285711
s003_con_actor006_impro2_4.flac,Happy,Happy,0.75
s003_con_actor006_impro2_5.flac,Happy,Happy,0.75
s003_con_actor006_impro2_6.flac,Happy,Happy,0.833333333333333
s003_con_actor006_impro2_7.flac,Happy,Happy,0.875
s003_con_actor006_impro2_8.flac,Happy,Happy,0.8571428571428571
s003_con_actor006_impro2_9.flac,Happy,Happy,1.0
s003_con_actor006_impro3_1.flac,Neutral,Neutral,0.8571428571428571
s003_con_actor006_impro3_2.flac,Neutral,Neutral,0.928571428571428
s003_con_actor006_impro3_3.flac,Neutral,Neutral,0.5
s003_con_actor006_impro3_4.flac,Neutral,Neutral,0.5625
s003_con_actor006_impro3_5.flac,Neutral,Neutral,1.0
s003_con_actor006_impro4_1.flac,Frustrated,Frustrated,0.785714285714285
s003_con_actor006_impro4_10.flac,Frustrated,Angry,0.8571428571428571
s003_con_actor006_impro4_11.flac,Frustrated,Frustrated,0.5625
s003_con_actor006_impro4_12.flac,Frustrated,Frustrated,0.5714285714285711
s003_con_actor006_impro4_13.flac,Frustrated,Frustrated,0.4375
s003_con_actor006_impro4_14.flac,Frustrated,Frustrated,0.8571428571428571
s003_con_actor006_impro4_2.flac,Frustrated,Frustrated,0.9375
s003_con_actor006_impro4_3.flac,Frustrated,Frustrated,0.928571428571428
s003_con_actor006_impro4_4.flac,Frustrated,Frustrated,0.7142857142857141
s003_con_actor006_impro4_5.flac,Frustrated,Frustrated,0.785714285714285
s003_con_actor006_impro4_6.flac,Frustrated,Frustrated,0.5714285714285711
s003_con_actor006_impro4_7.flac,Frustrated,Angry,0.625
s003_con_actor006_impro4_8.flac,Frustrated,Frustrated,0.625
s003_con_actor006_impro4_9.flac,Frustrated,Frustrated,0.875
s003_con_actor006_impro5_1.flac,Sad,Neutral,0.6666666666666661
s003_con_actor006_impro5_10.flac,Sad,Neutral,0.5625
s003_con_actor006_impro5_11.flac,Sad,Sad,0.833333333333333
s003_con_actor006_impro5_12.flac,Sad,Sad,0.5714285714285711
s003_con_actor006_impro5_13.flac,Sad,Sad,0.928571428571428
s003_con_actor006_impro5_2.flac,Sad,Sad,0.5714285714285711
s003_con_actor006_impro5_3.flac,Sad,Sad,0.7142857142857141
s003_con_actor006_impro5_4.flac,Sad,Sad,0.5
s003_con_actor006_impro5_5.flac,Sad,Sad,0.642857142857142
s003_con_actor006_impro5_6.flac,Sad,Neutral,0.5
s003_con_actor006_impro5_7.flac,Sad,Neutral,0.4375
s003_con_actor006_impro5_8.flac,Sad,Neutral,0.5714285714285711
s003_con_actor006_impro5_9.flac,Sad,Sad,0.875
s003_con_actor006_script1_1_1a.flac,Neutral,Neutral,0.75
s003_con_actor006_script1_1_1b.flac,Neutral,Neutral,0.7291666666666661
s003_con_actor006_script1_1_2a.flac,Angry,Angry,0.5625
s003_con_actor006_script1_1_2b.flac,Angry,Angry,1.0
s003_con_actor006_script1_1_3a.flac,Happy,Happy,0.785714285714285
s003_con_actor006_script1_1_3b.flac,Happy,Happy,0.75
s003_con_actor006_script1_1_4a.flac,Sad,Frustrated,0.35714285714285704
s003_con_actor006_script1_1_4b.flac,Sad,Sad,0.875
s003_con_actor006_script1_1_5a.flac,Frustrated,Happy,0.7142857142857141
s003_con_actor006_script1_1_5b.flac,Frustrated,Frustrated,0.75
s003_con_actor006_script1_2_1a.flac,Neutral,Neutral,1.0
s003_con_actor006_script1_2_1b.flac,Neutral,Neutral,0.875
s003_con_actor006_script1_2_2a.flac,Angry,Angry,0.75
s003_con_actor006_script1_2_2b.flac,Angry,Angry,1.0
s003_con_actor006_script1_2_3a.flac,Happy,Happy,0.8571428571428571
s003_con_actor006_script1_2_3b.flac,Happy,Happy,1.0
s003_con_actor006_script1_2_4a.flac,Sad,None,0.0
s003_con_actor006_script1_2_4b.flac,Sad,Sad,0.785714285714285
s003_con_actor006_script1_2_5a.flac,Frustrated,Neutral,0.42857142857142805
s003_con_actor006_script1_2_5b.flac,Frustrated,Frustrated,0.375
s003_con_actor006_script2_1_1a.flac,Neutral,Neutral,0.875
s003_con_actor006_script2_1_1b.flac,Neutral,Neutral,0.75
s003_con_actor006_script2_1_2a.flac,Angry,None,0.0
s003_con_actor006_script2_1_2b.flac,Angry,Angry,1.0
s003_con_actor006_script2_1_3a.flac,Happy,Happy,0.75
s003_con_actor006_script2_1_3b.flac,Happy,Happy,0.8571428571428571
s003_con_actor006_script2_1_4a.flac,Sad,Neutral,0.42857142857142805
s003_con_actor006_script2_1_4b.flac,Sad,Sad,0.8571428571428571
s003_con_actor006_script2_1_5a.flac,Frustrated,Sad,0.42857142857142805
s003_con_actor006_script2_1_5b.flac,Frustrated,Frustrated,0.4375
s003_con_actor006_script2_2_1a.flac,Neutral,Neutral,0.928571428571428
s003_con_actor006_script2_2_1b.flac,Neutral,Neutral,0.8571428571428571
s003_con_actor006_script2_2_2a.flac,Angry,Angry,0.8571428571428571
s003_con_actor006_script2_2_2b.flac,Angry,Angry,0.875
s003_con_actor006_script2_2_3a.flac,Happy,Happy,0.5
s003_con_actor006_script2_2_3b.flac,Happy,Happy,0.7142857142857141
s003_con_actor006_script2_2_4a.flac,Sad,Neutral,0.5
s003_con_actor006_script2_2_4b.flac,Sad,Frustrated,0.35714285714285704
s003_con_actor006_script2_2_5a.flac,Frustrated,Neutral,0.5
s003_con_actor006_script2_2_5b.flac,Frustrated,Happy,0.8571428571428571
s003_con_actor006_script3_1_1a.flac,Neutral,None,0.0
s003_con_actor006_script3_1_1b.flac,Neutral,Neutral,0.75
s003_con_actor006_script3_1_2a.flac,Angry,Angry,0.8571428571428571
s003_con_actor006_script3_1_2b.flac,Angry,Angry,1.0
s003_con_actor006_script3_1_3a.flac,Happy,Frustrated,0.6875
s003_con_actor006_script3_1_3b.flac,Happy,Happy,0.42857142857142805
s003_con_actor006_script3_1_4a.flac,Sad,Sad,0.416666666666666
s003_con_actor006_script3_1_4b.flac,Sad,Sad,0.5
s003_con_actor006_script3_1_5a.flac,Frustrated,Frustrated,0.5714285714285711
s003_con_actor006_script3_1_5b.flac,Frustrated,Frustrated,0.625
s003_con_actor006_script3_2_1a.flac,Neutral,Neutral,0.625
s003_con_actor006_script3_2_1b.flac,Neutral,Neutral,1.0
s003_con_actor006_script3_2_2a.flac,Angry,Angry,0.75
s003_con_actor006_script3_2_2b.flac,Angry,Angry,1.0
s003_con_actor006_script3_2_3a.flac,Happy,Neutral,0.5625
s003_con_actor006_script3_2_3b.flac,Happy,None,0.0
s003_con_actor006_script3_2_4a.flac,Sad,Sad,0.5
s003_con_actor006_script3_2_4b.flac,Sad,Sad,1.0
s003_con_actor006_script3_2_5a.flac,Frustrated,Frustrated,0.5
s003_con_actor006_script3_2_5b.flac,Frustrated,None,0.0
s004_con_actor007_impro1_1.flac,Neutral,Neutral,1.0
s004_con_actor007_impro1_10.flac,Neutral,Neutral,0.75
s004_con_actor007_impro1_2.flac,Neutral,Neutral,0.7142857142857141
s004_con_actor007_impro1_3.flac,Neutral,Neutral,1.0
s004_con_actor007_impro1_4.flac,Neutral,Neutral,0.625
s004_con_actor007_impro1_5.flac,Neutral,Neutral,0.6875
s004_con_actor007_impro1_6.flac,Neutral,Neutral,0.5
s004_con_actor007_impro1_7.flac,Neutral,Neutral,1.0
s004_con_actor007_impro1_8.flac,Neutral,Neutral,0.5
s004_con_actor007_impro1_9.flac,Neutral,Neutral,0.625
s004_con_actor007_impro2_1.flac,Happy,Happy,1.0
s004_con_actor007_impro2_10.flac,Happy,Happy,1.0
s004_con_actor007_impro2_2.flac,Happy,Happy,1.0
s004_con_actor007_impro2_3.flac,Happy,Happy,1.0
s004_con_actor007_impro2_4.flac,Happy,Happy,1.0
s004_con_actor007_impro2_5.flac,Happy,Happy,1.0
s004_con_actor007_impro2_6.flac,Happy,Happy,0.7142857142857141
s004_con_actor007_impro2_7.flac,Happy,Happy,0.625
s004_con_actor007_impro2_8.flac,Happy,Happy,1.0
s004_con_actor007_impro2_9.flac,Happy,Happy,0.875
s004_con_actor007_impro3_1.flac,Sad,Sad,1.0
s004_con_actor007_impro3_2.flac,Sad,Sad,1.0
s004_con_actor007_impro3_3.flac,Sad,Sad,0.9166666666666661
s004_con_actor007_impro3_4.flac,Sad,Sad,1.0
s004_con_actor007_impro3_5.flac,Sad,Sad,1.0
s004_con_actor007_impro3_6.flac,Sad,Sad,1.0
s004_con_actor007_impro4_1.flac,Angry,Angry,0.875
s004_con_actor007_impro4_2.flac,Angry,Angry,1.0
s004_con_actor007_impro4_3.flac,Angry,Angry,0.6875
s004_con_actor007_impro4_4.flac,Angry,Angry,1.0
s004_con_actor007_impro4_5.flac,Angry,Angry,1.0
s004_con_actor007_impro4_6.flac,Angry,Angry,0.9375
s004_con_actor007_impro4_7.flac,Angry,Angry,1.0
s004_con_actor007_impro4_8.flac,Angry,Angry,0.9047619047619041
s004_con_actor007_impro5_1.flac,Frustrated,Sad,0.5
s004_con_actor007_impro5_2.flac,Frustrated,None,0.0
s004_con_actor007_script1_1_1a.flac,Neutral,Neutral,0.7142857142857141
s004_con_actor007_script1_1_1b.flac,Neutral,Frustrated,0.625
s004_con_actor007_script1_1_2a.flac,Angry,Neutral,0.625
s004_con_actor007_script1_1_2b.flac,Angry,Frustrated,0.5625
s004_con_actor007_script1_1_3a.flac,Happy,Neutral,0.5
s004_con_actor007_script1_1_3b.flac,Happy,Happy,0.6666666666666661
s004_con_actor007_script1_1_4a.flac,Sad,Neutral,0.547619047619047
s004_con_actor007_script1_1_4b.flac,Sad,Sad,0.875
s004_con_actor007_script1_1_5a.flac,Frustrated,Neutral,0.583333333333333
s004_con_actor007_script1_1_5b.flac,Frustrated,Frustrated,0.75
s004_con_actor007_script1_2_1a.flac,Neutral,Neutral,0.7142857142857141
s004_con_actor007_script1_2_1b.flac,Neutral,Neutral,0.5625
s004_con_actor007_script1_2_2a.flac,Angry,Frustrated,0.5
s004_con_actor007_script1_2_2b.flac,Angry,Angry,0.75
s004_con_actor007_script1_2_3a.flac,Happy,Happy,1.0
s004_con_actor007_script1_2_3b.flac,Happy,Happy,1.0
s004_con_actor007_script1_2_4a.flac,Sad,Frustrated,0.5625
s004_con_actor007_script1_2_4b.flac,Sad,Sad,0.9166666666666661
s004_con_actor007_script1_2_5a.flac,Frustrated,Neutral,0.5714285714285711
s004_con_actor007_script1_2_5b.flac,Frustrated,Frustrated,0.642857142857142
s004_con_actor007_script2_1_1a.flac,Neutral,Neutral,1.0
s004_con_actor007_script2_1_1b.flac,Neutral,Neutral,0.7142857142857141
s004_con_actor007_script2_1_2a.flac,Angry,Angry,0.625
s004_con_actor007_script2_1_2b.flac,Angry,Angry,1.0
s004_con_actor007_script2_1_3a.flac,Happy,Happy,0.75
s004_con_actor007_script2_1_3b.flac,Happy,Happy,1.0
s004_con_actor007_script2_1_4a.flac,Sad,Sad,0.5625
s004_con_actor007_script2_1_4b.flac,Sad,Sad,0.875
s004_con_actor007_script2_1_5a.flac,Frustrated,None,0.0
s004_con_actor007_script2_1_5b.flac,Frustrated,Frustrated,0.42857142857142805
s004_con_actor007_script2_2_1a.flac,Neutral,Neutral,1.0
s004_con_actor007_script2_2_1b.flac,Neutral,Neutral,0.8571428571428571
s004_con_actor007_script2_2_2a.flac,Angry,Frustrated,0.7142857142857141
s004_con_actor007_script2_2_2b.flac,Angry,Angry,0.8571428571428571
s004_con_actor007_script2_2_3a.flac,Happy,Happy,0.875
s004_con_actor007_script2_2_3b.flac,Happy,Happy,0.8571428571428571
s004_con_actor007_script2_2_4a.flac,Sad,Sad,0.625
s004_con_actor007_script2_2_4b.flac,Sad,Sad,0.875
s004_con_actor007_script2_2_5a.flac,Frustrated,None,0.0
s004_con_actor007_script2_2_5b.flac,Frustrated,None,0.0
s004_con_actor007_script3_1_1a.flac,Neutral,Neutral,0.6875
s004_con_actor007_script3_1_1b.flac,Neutral,Neutral,0.8571428571428571
s004_con_actor007_script3_1_2a.flac,Angry,Frustrated,0.7142857142857141
s004_con_actor007_script3_1_2b.flac,Angry,Angry,1.0
s004_con_actor007_script3_1_3a.flac,Happy,Neutral,0.5
s004_con_actor007_script3_1_3b.flac,Happy,Happy,0.8571428571428571
s004_con_actor007_script3_1_4a.flac,Sad,Sad,0.708333333333333
s004_con_actor007_script3_1_4b.flac,Sad,Sad,0.8571428571428571
s004_con_actor007_script3_1_5a.flac,Frustrated,Neutral,1.0
s004_con_actor007_script3_1_5b.flac,Frustrated,Neutral,0.4375
s004_con_actor007_script3_2_1a.flac,Neutral,Neutral,0.625
s004_con_actor007_script3_2_1b.flac,Neutral,Neutral,0.625
s004_con_actor007_script3_2_2a.flac,Angry,Frustrated,0.8125
s004_con_actor007_script3_2_2b.flac,Angry,Angry,0.625
s004_con_actor007_script3_2_3a.flac,Happy,Happy,0.4375
s004_con_actor007_script3_2_3b.flac,Happy,Happy,0.625
s004_con_actor007_script3_2_4a.flac,Sad,Sad,1.0
s004_con_actor007_script3_2_4b.flac,Sad,Sad,0.75
s004_con_actor007_script3_2_5a.flac,Frustrated,Sad,0.375
s004_con_actor007_script3_2_5b.flac,Frustrated,Frustrated,0.7142857142857141
s004_con_actor008_impro1_1.flac,Angry,Angry,1.0
s004_con_actor008_impro1_10.flac,Angry,Angry,0.75
s004_con_actor008_impro1_2.flac,Angry,Angry,0.9375
s004_con_actor008_impro1_3.flac,Angry,Angry,0.875
s004_con_actor008_impro1_4.flac,Angry,Angry,0.9375
s004_con_actor008_impro1_5.flac,Angry,Angry,0.8125
s004_con_actor008_impro1_6.flac,Angry,Angry,0.9375
s004_con_actor008_impro1_7.flac,Angry,Angry,0.875
s004_con_actor008_impro1_8.flac,Angry,Angry,1.0
s004_con_actor008_impro1_9.flac,Angry,Frustrated,0.5714285714285711
s004_con_actor008_impro2_1.flac,Happy,Happy,0.5714285714285711
s004_con_actor008_impro2_10.flac,Happy,Happy,1.0
s004_con_actor008_impro2_11.flac,Happy,Happy,1.0
s004_con_actor008_impro2_2.flac,Happy,Happy,1.0
s004_con_actor008_impro2_3.flac,Happy,Happy,0.40625000000000006
s004_con_actor008_impro2_4.flac,Happy,Happy,1.0
s004_con_actor008_impro2_5.flac,Happy,Happy,1.0
s004_con_actor008_impro2_6.flac,Happy,Happy,0.8571428571428571
s004_con_actor008_impro2_7.flac,Happy,Happy,0.75
s004_con_actor008_impro2_8.flac,Happy,Happy,1.0
s004_con_actor008_impro2_9.flac,Happy,Happy,1.0
s004_con_actor008_impro3_1.flac,Neutral,Neutral,0.6875
s004_con_actor008_impro3_2.flac,Neutral,Frustrated,0.5
s004_con_actor008_impro4_1.flac,Frustrated,Frustrated,0.7142857142857141
s004_con_actor008_impro4_2.flac,Frustrated,None,0.0
s004_con_actor008_impro4_3.flac,Frustrated,Neutral,0.785714285714285
s004_con_actor008_impro4_4.flac,Frustrated,Frustrated,0.8571428571428571
s004_con_actor008_impro4_5.flac,Frustrated,Frustrated,0.833333333333333
s004_con_actor008_impro4_6.flac,Frustrated,None,0.0
s004_con_actor008_impro4_7.flac,Frustrated,Frustrated,1.0
s004_con_actor008_impro4_8.flac,Frustrated,Frustrated,0.7142857142857141
s004_con_actor008_impro5_1.flac,Sad,Sad,0.75
s004_con_actor008_impro5_2.flac,Sad,Sad,0.785714285714285
s004_con_actor008_script1_2_1a.flac,Neutral,Neutral,1.0
s004_con_actor008_script1_2_1b.flac,Neutral,Frustrated,0.5
s004_con_actor008_script1_2_2a.flac,Angry,Frustrated,0.5
s004_con_actor008_script1_2_2b.flac,Angry,Angry,1.0
s004_con_actor008_script1_2_3a.flac,Happy,Happy,1.0
s004_con_actor008_script1_2_3b.flac,Happy,Happy,0.9375
s004_con_actor008_script1_2_4a.flac,Sad,Sad,0.75
s004_con_actor008_script1_2_4b.flac,Sad,Sad,1.0
s004_con_actor008_script1_2_5a.flac,Frustrated,Neutral,0.4375
s004_con_actor008_script1_2_5b.flac,Frustrated,Frustrated,0.5714285714285711
s004_con_actor008_script2_1_1a.flac,Neutral,Neutral,1.0
s004_con_actor008_script2_1_1b.flac,Neutral,Neutral,0.875
s004_con_actor008_script2_1_2a.flac,Angry,Frustrated,0.75
s004_con_actor008_script2_1_2b.flac,Angry,Angry,0.5714285714285711
s004_con_actor008_script2_1_3a.flac,Happy,Happy,0.8571428571428571
s004_con_actor008_script2_1_3b.flac,Happy,Happy,0.8571428571428571
s004_con_actor008_script2_1_4a.flac,Sad,Sad,0.6875
s004_con_actor008_script2_1_4b.flac,Sad,Sad,1.0
s004_con_actor008_script2_1_5a.flac,Frustrated,Neutral,0.5
s004_con_actor008_script2_1_5b.flac,Frustrated,Frustrated,0.42857142857142805
s004_con_actor008_script2_2_1a.flac,Neutral,Neutral,0.875
s004_con_actor008_script2_2_1b.flac,Neutral,Neutral,1.0
s004_con_actor008_script2_2_2a.flac,Angry,Frustrated,0.5714285714285711
s004_con_actor008_script2_2_2b.flac,Angry,Angry,1.0
s004_con_actor008_script2_2_3a.flac,Happy,Happy,1.0
s004_con_actor008_script2_2_3b.flac,Happy,Happy,1.0
s004_con_actor008_script2_2_4a.flac,Sad,Sad,0.5714285714285711
s004_con_actor008_script2_2_4b.flac,Sad,Sad,1.0
s004_con_actor008_script2_2_5a.flac,Frustrated,Neutral,0.625
s004_con_actor008_script2_2_5b.flac,Frustrated,Neutral,0.625
s004_con_actor008_script3_1_1a.flac,Neutral,Neutral,0.875
s004_con_actor008_script3_1_1b.flac,Neutral,Neutral,0.9166666666666661
s004_con_actor008_script3_1_2a.flac,Angry,Angry,0.5714285714285711
s004_con_actor008_script3_1_2b.flac,Angry,Angry,0.928571428571428
s004_con_actor008_script3_1_3a.flac,Happy,Happy,0.625
s004_con_actor008_script3_1_3b.flac,Happy,Happy,0.6666666666666661
s004_con_actor008_script3_1_4a.flac,Sad,Sad,0.642857142857142
s004_con_actor008_script3_1_4b.flac,Sad,Sad,1.0
s004_con_actor008_script3_1_5a.flac,Frustrated,Sad,0.416666666666666
s004_con_actor008_script3_1_5b.flac,Frustrated,Sad,0.5
s004_con_actor008_script3_2_1a.flac,Neutral,Neutral,0.75
s004_con_actor008_script3_2_1b.flac,Neutral,Neutral,1.0
s004_con_actor008_script3_2_2a.flac,Angry,Frustrated,0.625
s004_con_actor008_script3_2_2b.flac,Angry,Angry,1.0
s004_con_actor008_script3_2_3a.flac,Happy,Happy,0.5714285714285711
s004_con_actor008_script3_2_3b.flac,Happy,Happy,0.8571428571428571
s004_con_actor008_script3_2_4a.flac,Sad,Sad,0.75
s004_con_actor008_script3_2_4b.flac,Sad,Sad,1.0
s004_con_actor008_script3_2_5a.flac,Frustrated,None,0.0
s004_con_actor008_script3_2_5b.flac,Frustrated,Neutral,0.5714285714285711
s005_con_actor009_impro1_1.flac,Neutral,Neutral,0.928571428571428
s005_con_actor009_impro1_10.flac,Neutral,Neutral,1.0
s005_con_actor009_impro1_11.flac,Neutral,Neutral,0.6875
s005_con_actor009_impro1_12.flac,Neutral,Neutral,0.5714285714285711
s005_con_actor009_impro1_13.flac,Neutral,Neutral,0.5714285714285711
s005_con_actor009_impro1_14.flac,Neutral,Neutral,0.928571428571428
s005_con_actor009_impro1_15.flac,Neutral,Neutral,1.0
s005_con_actor009_impro1_16.flac,Neutral,Neutral,0.785714285714285
s005_con_actor009_impro1_17.flac,Neutral,Neutral,1.0
s005_con_actor009_impro1_18.flac,Neutral,Neutral,0.7142857142857141
s005_con_actor009_impro1_19.flac,Neutral,Neutral,0.75
s005_con_actor009_impro1_2.flac,Neutral,Neutral,1.0
s005_con_actor009_impro1_20.flac,Neutral,Neutral,1.0
s005_con_actor009_impro1_21.flac,Neutral,Neutral,0.8571428571428571
s005_con_actor009_impro1_22.flac,Neutral,Frustrated,0.5625
s005_con_actor009_impro1_23.flac,Neutral,Neutral,0.8571428571428571
s005_con_actor009_impro1_24.flac,Neutral,Neutral,0.7142857142857141
s005_con_actor009_impro1_25.flac,Neutral,Neutral,0.75
s005_con_actor009_impro1_26.flac,Neutral,Neutral,0.7142857142857141
s005_con_actor009_impro1_27.flac,Neutral,Neutral,1.0
s005_con_actor009_impro1_28.flac,Neutral,Neutral,0.7142857142857141
s005_con_actor009_impro1_29.flac,Neutral,Neutral,0.5
s005_con_actor009_impro1_3.flac,Neutral,Neutral,1.0
s005_con_actor009_impro1_30.flac,Neutral,Neutral,1.0
s005_con_actor009_impro1_31.flac,Neutral,Neutral,0.8571428571428571
s005_con_actor009_impro1_32.flac,Neutral,Neutral,1.0
s005_con_actor009_impro1_33.flac,Neutral,Neutral,0.8571428571428571
s005_con_actor009_impro1_34.flac,Neutral,Neutral,0.7142857142857141
s005_con_actor009_impro1_4.flac,Neutral,Neutral,0.928571428571428
s005_con_actor009_impro1_5.flac,Neutral,Neutral,0.75
s005_con_actor009_impro1_6.flac,Neutral,Neutral,0.8571428571428571
s005_con_actor009_impro1_7.flac,Neutral,Neutral,0.875
s005_con_actor009_impro1_8.flac,Neutral,Neutral,0.8571428571428571
s005_con_actor009_impro1_9.flac,Neutral,Neutral,1.0
s005_con_actor009_impro2_1.flac,Happy,Neutral,0.6875
s005_con_actor009_impro2_10.flac,Happy,Neutral,0.625
s005_con_actor009_impro2_11.flac,Happy,Happy,0.5714285714285711
s005_con_actor009_impro2_12.flac,Happy,Happy,0.5
s005_con_actor009_impro2_13.flac,Happy,Neutral,0.625
s005_con_actor009_impro2_14.flac,Happy,Happy,0.6666666666666661
s005_con_actor009_impro2_15.flac,Happy,Neutral,0.6875
s005_con_actor009_impro2_16.flac,Happy,Happy,0.8571428571428571
s005_con_actor009_impro2_17.flac,Happy,Neutral,0.5714285714285711
s005_con_actor009_impro2_18.flac,Happy,Neutral,0.625
s005_con_actor009_impro2_19.flac,Happy,Neutral,0.5
s005_con_actor009_impro2_2.flac,Happy,Happy,0.6875
s005_con_actor009_impro2_20.flac,Happy,Neutral,0.5
s005_con_actor009_impro2_21.flac,Happy,Happy,0.5625
s005_con_actor009_impro2_22.flac,Happy,Neutral,0.42857142857142805
s005_con_actor009_impro2_23.flac,Happy,Happy,1.0
s005_con_actor009_impro2_24.flac,Happy,Happy,0.4375
s005_con_actor009_impro2_25.flac,Happy,Happy,0.8571428571428571
s005_con_actor009_impro2_26.flac,Happy,Neutral,0.5
s005_con_actor009_impro2_27.flac,Happy,Neutral,0.5714285714285711
s005_con_actor009_impro2_28.flac,Happy,Happy,0.6875
s005_con_actor009_impro2_29.flac,Happy,Neutral,0.5
s005_con_actor009_impro2_3.flac,Happy,Neutral,0.5714285714285711
s005_con_actor009_impro2_30.flac,Happy,Neutral,0.6875
s005_con_actor009_impro2_31.flac,Happy,None,0.0
s005_con_actor009_impro2_32.flac,Happy,Happy,0.42857142857142805
s005_con_actor009_impro2_33.flac,Happy,Happy,0.833333333333333
s005_con_actor009_impro2_34.flac,Happy,Neutral,0.375
s005_con_actor009_impro2_35.flac,Happy,Happy,1.0
s005_con_actor009_impro2_36.flac,Happy,Happy,0.9375
s005_con_actor009_impro2_37.flac,Happy,Neutral,0.928571428571428
s005_con_actor009_impro2_38.flac,Happy,Neutral,0.5714285714285711
s005_con_actor009_impro2_4.flac,Happy,Neutral,0.9375
s005_con_actor009_impro2_5.flac,Happy,Neutral,0.6875
s005_con_actor009_impro2_6.flac,Happy,Neutral,0.5
s005_con_actor009_impro2_7.flac,Happy,Frustrated,0.375
s005_con_actor009_impro2_8.flac,Happy,Happy,0.8571428571428571
s005_con_actor009_impro2_9.flac,Happy,None,0.0
s005_con_actor009_impro3_1.flac,Sad,Neutral,0.7142857142857141
s005_con_actor009_impro3_10.flac,Sad,Sad,0.642857142857142
s005_con_actor009_impro3_11.flac,Sad,Sad,0.75
s005_con_actor009_impro3_2.flac,Sad,Neutral,0.7142857142857141
s005_con_actor009_impro3_3.flac,Sad,Sad,0.69047619047619
s005_con_actor009_impro3_4.flac,Sad,Sad,0.5
s005_con_actor009_impro3_5.flac,Sad,Sad,0.75
s005_con_actor009_impro3_6.flac,Sad,Neutral,0.833333333333333
s005_con_actor009_impro3_7.flac,Sad,Sad,0.642857142857142
s005_con_actor009_impro3_8.flac,Sad,Sad,0.6875
s005_con_actor009_impro3_9.flac,Sad,Frustrated,0.6666666666666661
s005_con_actor009_impro4_1.flac,Angry,Neutral,0.75
s005_con_actor009_impro4_10.flac,Angry,None,0.0
s005_con_actor009_impro4_11.flac,Angry,Neutral,0.5714285714285711
s005_con_actor009_impro4_12.flac,Angry,Frustrated,0.625
s005_con_actor009_impro4_13.flac,Angry,Frustrated,0.642857142857142
s005_con_actor009_impro4_14.flac,Angry,Neutral,1.0
s005_con_actor009_impro4_15.flac,Angry,Frustrated,0.875
s005_con_actor009_impro4_16.flac,Angry,Angry,0.42857142857142805
s005_con_actor009_impro4_17.flac,Angry,Frustrated,0.6666666666666661
s005_con_actor009_impro4_18.flac,Angry,Angry,0.785714285714285
s005_con_actor009_impro4_19.flac,Angry,Frustrated,0.625
s005_con_actor009_impro4_2.flac,Angry,Neutral,0.5
s005_con_actor009_impro4_20.flac,Angry,Frustrated,0.642857142857142
s005_con_actor009_impro4_21.flac,Angry,Frustrated,0.5
s005_con_actor009_impro4_22.flac,Angry,Frustrated,0.875
s005_con_actor009_impro4_23.flac,Angry,None,0.0
s005_con_actor009_impro4_24.flac,Angry,Frustrated,0.5714285714285711
s005_con_actor009_impro4_25.flac,Angry,Angry,0.7142857142857141
s005_con_actor009_impro4_26.flac,Angry,Frustrated,0.8571428571428571
s005_con_actor009_impro4_27.flac,Angry,Frustrated,0.928571428571428
s005_con_actor009_impro4_28.flac,Angry,Frustrated,0.8125
s005_con_actor009_impro4_29.flac,Angry,Angry,0.75
s005_con_actor009_impro4_3.flac,Angry,Frustrated,0.6666666666666661
s005_con_actor009_impro4_30.flac,Angry,Angry,0.642857142857142
s005_con_actor009_impro4_31.flac,Angry,Angry,0.5625
s005_con_actor009_impro4_32.flac,Angry,Angry,0.5
s005_con_actor009_impro4_33.flac,Angry,Frustrated,0.5714285714285711
s005_con_actor009_impro4_34.flac,Angry,Angry,0.7619047619047621
s005_con_actor009_impro4_4.flac,Angry,Frustrated,0.7142857142857141
s005_con_actor009_impro4_5.flac,Angry,Frustrated,0.785714285714285
s005_con_actor009_impro4_6.flac,Angry,Frustrated,0.8571428571428571
s005_con_actor009_impro4_7.flac,Angry,Frustrated,0.8125
s005_con_actor009_impro4_8.flac,Angry,Frustrated,0.416666666666666
s005_con_actor009_impro4_9.flac,Angry,Frustrated,0.625
s005_con_actor009_impro5_1.flac,Frustrated,Neutral,1.0
s005_con_actor009_impro5_10.flac,Frustrated,Frustrated,0.5714285714285711
s005_con_actor009_impro5_11.flac,Frustrated,Frustrated,0.625
s005_con_actor009_impro5_12.flac,Frustrated,Neutral,0.6875
s005_con_actor009_impro5_13.flac,Frustrated,None,0.0
s005_con_actor009_impro5_14.flac,Frustrated,Frustrated,1.0
